week_ending,sym,close,score,qual
2025-10-17,EXCELINDUS,1127.6,0,False
2025-10-24,EXCELINDUS,1119.4,0,False
2025-10-31,EXCELINDUS,1120.8,0,False
2025-11-07,EXCELINDUS,1093.9,0,False
2025-11-14,EXCELINDUS,996.7,0,False
2025-11-21,EXCELINDUS,946.9,0,False
2025-11-28,EXCELINDUS,951.6,1,False
2025-12-05,EXCELINDUS,934.7,0,False
2025-12-12,EXCELINDUS,929.0,1,False
2025-12-19,EXCELINDUS,941.65,2,False
2025-12-26,EXCELINDUS,934.5,1,False
2026-01-02,EXCELINDUS,952.75,3,False
2026-01-09,EXCELINDUS,920.15,0,False
2026-01-16,EXCELINDUS,912.0,0,False
2026-01-23,EXCELINDUS,905.9,0,False
2026-01-30,EXCELINDUS,942.5,3,False
2026-02-06,EXCELINDUS,1006.7,5,False
2026-02-13,EXCELINDUS,948.25,0,False
2026-02-20,EXCELINDUS,935.5,0,False
2026-02-27,EXCELINDUS,952.75,1,False
2026-03-06,EXCELINDUS,898.5,0,False
2026-03-13,EXCELINDUS,880.3,0,False
2026-03-20,EXCELINDUS,874.45,1,False
2026-03-27,EXCELINDUS,845.95,0,False
2026-04-03,EXCELINDUS,880.45,3,False
2026-04-10,EXCELINDUS,936.45,4,False
2026-04-17,EXCELINDUS,969.5,5,False
2026-04-24,EXCELINDUS,927.45,2,False
2026-05-01,EXCELINDUS,955.15,5,False
2026-05-08,EXCELINDUS,1024.55,6,False
2026-05-15,EXCELINDUS,986.6,5,False
2026-05-22,EXCELINDUS,999.15,5,False
2026-05-29,EXCELINDUS,928.1,0,False
2026-06-05,EXCELINDUS,919.45,0,False
2026-06-12,EXCELINDUS,917.45,1,False
2026-06-19,EXCELINDUS,927.05,2,False
2026-06-26,EXCELINDUS,906.5,0,False
2026-07-03,EXCELINDUS,913.2,2,False
2026-07-10,EXCELINDUS,912.05,2,False
2026-07-17,EXCELINDUS,898.7,0,False
2026-07-24,EXCELINDUS,932.15,4,False
2026-07-31,EXCELINDUS,986.3,6,False
2026-08-07,EXCELINDUS,1029.0,6,False
2026-08-14,EXCELINDUS,1013.65,4,False
2026-08-21,EXCELINDUS,1089.0,6,True
2025-11-28,EXCELSOFT,119.79,0,False
2025-12-05,EXCELSOFT,93.39,0,False
2025-12-12,EXCELSOFT,98.46,1,False
2025-12-19,EXCELSOFT,89.65,0,False
2025-12-26,EXCELSOFT,88.14,0,False
2026-01-02,EXCELSOFT,89.12,0,False
2026-01-09,EXCELSOFT,84.24,0,False
2026-01-16,EXCELSOFT,84.28,1,False
2026-01-23,EXCELSOFT,71.34,0,False
2026-01-30,EXCELSOFT,69.76,0,False
2026-02-06,EXCELSOFT,74.27,2,False
2026-02-13,EXCELSOFT,87.29,3,False
2026-02-20,EXCELSOFT,85.36,2,False
2026-02-27,EXCELSOFT,85.26,2,False
2026-03-06,EXCELSOFT,81.7,1,False
2026-03-13,EXCELSOFT,78.33,0,False
2026-03-20,EXCELSOFT,76.54,0,False
2026-03-27,EXCELSOFT,70.55,0,False
2026-04-03,EXCELSOFT,75.78,2,False
2026-04-10,EXCELSOFT,85.71,4,False
2026-04-17,EXCELSOFT,91.47,5,False
2026-04-24,EXCELSOFT,90.52,4,False
2026-05-01,EXCELSOFT,93.53,5,False
2026-05-08,EXCELSOFT,93.02,5,False
2026-05-15,EXCELSOFT,88.62,2,False
2026-05-22,EXCELSOFT,98.38,6,False
2026-05-29,EXCELSOFT,89.77,5,False
2026-06-05,EXCELSOFT,85.77,0,False
2026-06-12,EXCELSOFT,79.47,0,False
2026-06-19,EXCELSOFT,78.45,0,False
2026-06-26,EXCELSOFT,74.87,0,False
2026-07-03,EXCELSOFT,83.44,4,False
2026-07-10,EXCELSOFT,79.31,2,False
2026-07-17,EXCELSOFT,77.14,0,False
2026-07-24,EXCELSOFT,74.38,0,False
2026-07-31,EXCELSOFT,77.41,2,False
2026-08-07,EXCELSOFT,83.65,5,False
2026-08-14,EXCELSOFT,73.96,0,False
2026-08-21,EXCELSOFT,70.9,0,False
2024-07-05,EXICOM,486.2,5,True
2024-07-12,EXICOM,445.05,4,True
2024-07-19,EXICOM,432.7,3,True
2024-07-26,EXICOM,456.3,6,True
2024-08-02,EXICOM,443.95,3,True
2024-08-09,EXICOM,423.85,4,True
2024-08-16,EXICOM,394.15,2,True
2024-08-23,EXICOM,401.3,3,True
2024-08-30,EXICOM,385.55,2,True
2024-09-06,EXICOM,348.55,1,False
2024-09-13,EXICOM,346.55,1,False
2024-09-20,EXICOM,327.7,1,False
2024-09-27,EXICOM,317.35,0,False
2024-10-04,EXICOM,308.6,0,False
2024-10-11,EXICOM,327.0,3,False
2024-10-18,EXICOM,325.9,1,False
2024-10-25,EXICOM,312.1,0,False
2024-11-01,EXICOM,324.45,4,False
2024-11-08,EXICOM,354.05,6,True
2024-11-15,EXICOM,306.6,0,False
2024-11-22,EXICOM,270.65,0,False
2024-11-29,EXICOM,277.5,1,False
2024-12-06,EXICOM,284.85,0,False
2024-12-13,EXICOM,274.35,0,False
2024-12-20,EXICOM,262.1,0,False
2024-12-27,EXICOM,254.2,0,False
2025-01-03,EXICOM,252.75,1,False
2025-01-10,EXICOM,256.01,2,False
2025-01-17,EXICOM,248.78,2,False
2025-01-24,EXICOM,243.99,2,False
2025-01-31,EXICOM,245.01,3,False
2025-02-07,EXICOM,199.96,0,False
2025-02-14,EXICOM,174.15,0,False
2025-02-21,EXICOM,169.38,0,False
2025-02-28,EXICOM,153.43,0,False
2025-03-07,EXICOM,155.61,1,False
2025-03-14,EXICOM,136.22,0,False
2025-03-21,EXICOM,153.91,2,False
2025-03-28,EXICOM,147.44,0,False
2025-04-04,EXICOM,157.63,2,False
2025-04-11,EXICOM,156.64,3,False
2025-04-18,EXICOM,173.88,4,False
2025-04-25,EXICOM,162.59,0,False
2025-05-02,EXICOM,154.49,0,False
2025-05-09,EXICOM,151.75,1,False
2025-05-16,EXICOM,173.3,4,False
2025-05-23,EXICOM,183.2,4,False
2025-05-30,EXICOM,179.22,3,False
2025-06-06,EXICOM,185.1,4,False
2025-06-13,EXICOM,195.1,4,False
2025-06-20,EXICOM,179.64,1,False
2025-06-27,EXICOM,201.21,5,False
2025-07-04,EXICOM,193.29,4,False
2025-07-11,EXICOM,177.22,0,False
2025-07-18,EXICOM,175.67,0,False
2025-07-25,EXICOM,163.92,0,False
2025-08-01,EXICOM,154.99,0,False
2025-08-08,EXICOM,142.04,0,False
2025-08-15,EXICOM,136.76,0,False
2025-08-22,EXICOM,144.03,0,False
2025-08-29,EXICOM,142.33,0,False
2025-09-05,EXICOM,145.43,0,False
2025-09-12,EXICOM,144.86,2,False
2025-09-19,EXICOM,163.74,4,False
2025-09-26,EXICOM,145.89,0,False
2025-10-03,EXICOM,147.7,2,False
2025-10-10,EXICOM,144.33,0,False
2025-10-17,EXICOM,141.59,0,False
2025-10-24,EXICOM,139.41,0,False
2025-10-31,EXICOM,138.76,0,False
2025-11-07,EXICOM,135.05,0,False
2025-11-14,EXICOM,132.53,0,False
2025-11-21,EXICOM,121.06,0,False
2025-11-28,EXICOM,111.88,0,False
2025-12-05,EXICOM,107.33,0,False
2025-12-12,EXICOM,111.22,2,False
2025-12-19,EXICOM,119.81,3,False
2025-12-26,EXICOM,117.68,2,False
2026-01-02,EXICOM,119.26,3,False
2026-01-09,EXICOM,106.46,0,False
2026-01-16,EXICOM,110.86,2,False
2026-01-23,EXICOM,100.12,0,False
2026-01-30,EXICOM,99.46,0,False
2026-02-06,EXICOM,98.11,0,False
2026-02-13,EXICOM,96.53,0,False
2026-02-20,EXICOM,95.66,0,False
2026-02-27,EXICOM,92.89,0,False
2026-03-06,EXICOM,88.35,0,False
2026-03-13,EXICOM,85.68,0,False
2026-03-20,EXICOM,88.46,0,False
2026-03-27,EXICOM,83.22,0,False
2026-04-03,EXICOM,84.91,2,False
2026-04-10,EXICOM,104.06,4,False
2026-04-17,EXICOM,111.36,5,False
2026-04-24,EXICOM,117.05,5,False
2026-05-01,EXICOM,115.4,4,False
2026-05-08,EXICOM,119.35,5,False
2026-05-15,EXICOM,113.78,2,False
2026-05-22,EXICOM,157.84,6,False
2026-05-29,EXICOM,159.4,6,False
2026-06-05,EXICOM,133.85,3,False
2026-06-12,EXICOM,141.77,4,False
2026-06-19,EXICOM,172.53,6,True
2026-06-26,EXICOM,158.07,4,False
2026-07-03,EXICOM,178.01,6,True
2026-07-10,EXICOM,170.04,6,True
2026-07-17,EXICOM,161.51,3,False
2026-07-24,EXICOM,160.3,3,False
2026-07-31,EXICOM,158.37,3,False
2026-08-07,EXICOM,158.9,3,False
2026-08-14,EXICOM,151.79,3,False
2026-08-21,EXICOM,159.87,6,False
2024-07-05,EXIDEIND,567.95,6,True
2024-07-12,EXIDEIND,559.05,4,True
2024-07-19,EXIDEIND,540.5,3,True
2024-07-26,EXIDEIND,553.75,6,True
2024-08-02,EXIDEIND,508.85,2,True
2024-08-09,EXIDEIND,493.2,2,True
2024-08-16,EXIDEIND,495.7,3,True
2024-08-23,EXIDEIND,499.4,2,True
2024-08-30,EXIDEIND,492.9,2,True
2024-09-06,EXIDEIND,483.0,1,False
2024-09-13,EXIDEIND,485.4,4,True
2024-09-20,EXIDEIND,466.3,1,False
2024-09-27,EXIDEIND,497.3,6,True
2024-10-04,EXIDEIND,502.4,6,True
2024-10-11,EXIDEIND,530.5,6,True
2024-10-18,EXIDEIND,495.8,2,True
2024-10-25,EXIDEIND,449.9,1,False
2024-11-01,EXIDEIND,458.95,1,False
2024-11-08,EXIDEIND,437.05,0,False
2024-11-15,EXIDEIND,418.1,0,False
2024-11-22,EXIDEIND,424.05,1,False
2024-11-29,EXIDEIND,452.6,4,False
2024-12-06,EXIDEIND,462.7,5,False
2024-12-13,EXIDEIND,455.15,2,False
2024-12-20,EXIDEIND,426.3,0,False
2024-12-27,EXIDEIND,418.4,0,False
2025-01-03,EXIDEIND,424.75,1,False
2025-01-10,EXIDEIND,389.1,0,False
2025-01-17,EXIDEIND,389.55,1,False
2025-01-24,EXIDEIND,369.05,0,False
2025-01-31,EXIDEIND,374.5,2,False
2025-02-07,EXIDEIND,377.1,1,False
2025-02-14,EXIDEIND,358.55,0,False
2025-02-21,EXIDEIND,365.3,0,False
2025-02-28,EXIDEIND,347.8,0,False
2025-03-07,EXIDEIND,355.85,1,False
2025-03-14,EXIDEIND,333.0,0,False
2025-03-21,EXIDEIND,358.65,3,False
2025-03-28,EXIDEIND,360.45,3,False
2025-04-04,EXIDEIND,364.4,2,False
2025-04-11,EXIDEIND,369.3,4,False
2025-04-18,EXIDEIND,375.3,4,False
2025-04-25,EXIDEIND,370.5,2,False
2025-05-02,EXIDEIND,355.0,0,False
2025-05-09,EXIDEIND,360.95,0,False
2025-05-16,EXIDEIND,393.05,5,True
2025-05-23,EXIDEIND,382.15,3,False
2025-05-30,EXIDEIND,386.85,5,True
2025-06-06,EXIDEIND,393.3,5,True
2025-06-13,EXIDEIND,384.85,1,False
2025-06-20,EXIDEIND,380.25,0,False
2025-06-27,EXIDEIND,388.45,5,True
2025-07-04,EXIDEIND,383.45,1,False
2025-07-11,EXIDEIND,380.65,0,False
2025-07-18,EXIDEIND,384.05,1,False
2025-07-25,EXIDEIND,380.6,0,False
2025-08-01,EXIDEIND,379.25,0,False
2025-08-08,EXIDEIND,375.65,0,False
2025-08-15,EXIDEIND,374.45,0,False
2025-08-22,EXIDEIND,396.05,6,True
2025-08-29,EXIDEIND,396.25,6,True
2025-09-05,EXIDEIND,412.75,6,True
2025-09-12,EXIDEIND,418.55,5,True
2025-09-19,EXIDEIND,414.5,4,True
2025-09-26,EXIDEIND,388.8,0,False
2025-10-03,EXIDEIND,398.05,3,True
2025-10-10,EXIDEIND,400.65,5,True
2025-10-17,EXIDEIND,400.95,6,True
2025-10-24,EXIDEIND,388.7,0,False
2025-10-31,EXIDEIND,381.9,0,False
2025-11-07,EXIDEIND,377.35,0,False
2025-11-14,EXIDEIND,381.0,2,False
2025-11-21,EXIDEIND,375.35,0,False
2025-11-28,EXIDEIND,374.8,2,False
2025-12-05,EXIDEIND,380.15,3,False
2025-12-12,EXIDEIND,373.75,0,False
2025-12-19,EXIDEIND,363.25,0,False
2025-12-26,EXIDEIND,365.15,0,False
2026-01-02,EXIDEIND,367.7,3,False
2026-01-09,EXIDEIND,346.45,0,False
2026-01-16,EXIDEIND,344.1,0,False
2026-01-23,EXIDEIND,325.2,0,False
2026-01-30,EXIDEIND,321.6,0,False
2026-02-06,EXIDEIND,332.65,2,False
2026-02-13,EXIDEIND,336.8,1,False
2026-02-20,EXIDEIND,336.45,0,False
2026-02-27,EXIDEIND,334.3,0,False
2026-03-06,EXIDEIND,315.95,0,False
2026-03-13,EXIDEIND,296.6,0,False
2026-03-20,EXIDEIND,302.65,0,False
2026-03-27,EXIDEIND,300.85,0,False
2026-04-03,EXIDEIND,299.25,1,False
2026-04-10,EXIDEIND,324.5,4,False
2026-04-17,EXIDEIND,330.0,4,False
2026-04-24,EXIDEIND,342.8,5,False
2026-05-01,EXIDEIND,360.55,6,False
2026-05-08,EXIDEIND,362.25,6,False
2026-05-15,EXIDEIND,349.05,3,False
2026-05-22,EXIDEIND,339.75,1,False
2026-05-29,EXIDEIND,386.5,6,True
2026-06-05,EXIDEIND,399.55,6,True
2026-06-12,EXIDEIND,391.95,6,True
2026-06-19,EXIDEIND,380.75,3,True
2026-06-26,EXIDEIND,389.8,6,True
2026-07-03,EXIDEIND,416.6,6,True
2026-07-10,EXIDEIND,424.4,6,True
2026-07-17,EXIDEIND,435.2,6,True
2026-07-24,EXIDEIND,443.0,6,True
2026-07-31,EXIDEIND,449.8,6,True
2026-08-07,EXIDEIND,490.0,6,True
2026-08-14,EXIDEIND,476.1,5,True
2026-08-21,EXIDEIND,459.6,3,True
2024-07-05,EXPLEOSOL,1283.3,3,False
2024-07-12,EXPLEOSOL,1305.55,5,False
2024-07-19,EXPLEOSOL,1255.1,0,False
2024-07-26,EXPLEOSOL,1280.25,4,False
2024-08-02,EXPLEOSOL,1338.05,6,True
2024-08-09,EXPLEOSOL,1298.45,5,False
2024-08-16,EXPLEOSOL,1271.8,1,False
2024-08-23,EXPLEOSOL,1331.25,6,True
2024-08-30,EXPLEOSOL,1383.9,6,True
2024-09-06,EXPLEOSOL,1300.3,0,False
2024-09-13,EXPLEOSOL,1349.65,6,True
2024-09-20,EXPLEOSOL,1312.7,2,False
2024-09-27,EXPLEOSOL,1302.3,0,False
2024-10-04,EXPLEOSOL,1278.1,0,False
2024-10-11,EXPLEOSOL,1301.6,2,False
2024-10-18,EXPLEOSOL,1283.75,0,False
2024-10-25,EXPLEOSOL,1163.35,0,False
2024-11-01,EXPLEOSOL,1205.95,0,False
2024-11-08,EXPLEOSOL,1232.35,2,False
2024-11-15,EXPLEOSOL,1222.5,1,False
2024-11-22,EXPLEOSOL,1363.3,6,True
2024-11-29,EXPLEOSOL,1334.7,6,True
2024-12-06,EXPLEOSOL,1380.5,5,True
2024-12-13,EXPLEOSOL,1433.35,6,True
2024-12-20,EXPLEOSOL,1451.8,4,True
2024-12-27,EXPLEOSOL,1397.4,3,True
2025-01-03,EXPLEOSOL,1405.05,4,True
2025-01-10,EXPLEOSOL,1301.35,0,False
2025-01-17,EXPLEOSOL,1308.35,0,False
2025-01-24,EXPLEOSOL,1266.45,0,False
2025-01-31,EXPLEOSOL,1217.95,0,False
2025-02-07,EXPLEOSOL,1174.65,0,False
2025-02-14,EXPLEOSOL,1020.25,0,False
2025-02-21,EXPLEOSOL,1004.7,0,False
2025-02-28,EXPLEOSOL,897.0,0,False
2025-03-07,EXPLEOSOL,890.2,0,False
2025-03-14,EXPLEOSOL,844.4,0,False
2025-03-21,EXPLEOSOL,878.3,2,False
2025-03-28,EXPLEOSOL,796.2,0,False
2025-04-04,EXPLEOSOL,789.45,0,False
2025-04-11,EXPLEOSOL,818.55,2,False
2025-04-18,EXPLEOSOL,869.05,3,False
2025-04-25,EXPLEOSOL,870.85,2,False
2025-05-02,EXPLEOSOL,846.8,0,False
2025-05-09,EXPLEOSOL,825.7,0,False
2025-05-16,EXPLEOSOL,936.65,4,False
2025-05-23,EXPLEOSOL,1020.85,5,False
2025-05-30,EXPLEOSOL,1057.7,5,False
2025-06-06,EXPLEOSOL,1027.5,4,False
2025-06-13,EXPLEOSOL,1244.6,6,True
2025-06-20,EXPLEOSOL,1241.5,5,True
2025-06-27,EXPLEOSOL,1285.0,6,True
2025-07-04,EXPLEOSOL,1308.4,5,True
2025-07-11,EXPLEOSOL,1252.8,3,True
2025-07-18,EXPLEOSOL,1209.2,3,True
2025-07-25,EXPLEOSOL,1221.3,3,True
2025-08-01,EXPLEOSOL,1164.6,2,False
2025-08-08,EXPLEOSOL,1113.5,0,False
2025-08-15,EXPLEOSOL,1114.0,0,False
2025-08-22,EXPLEOSOL,1056.2,0,False
2025-08-29,EXPLEOSOL,1037.9,0,False
2025-09-05,EXPLEOSOL,1019.8,0,False
2025-09-12,EXPLEOSOL,988.9,0,False
2025-09-19,EXPLEOSOL,1039.0,1,False
2025-09-26,EXPLEOSOL,970.9,0,False
2025-10-03,EXPLEOSOL,1004.15,2,False
2025-10-10,EXPLEOSOL,996.75,0,False
2025-10-17,EXPLEOSOL,1007.6,3,False
2025-10-24,EXPLEOSOL,1019.0,3,False
2025-10-31,EXPLEOSOL,1014.55,1,False
2025-11-07,EXPLEOSOL,980.2,0,False
2025-11-14,EXPLEOSOL,1074.3,5,False
2025-11-21,EXPLEOSOL,1075.9,4,False
2025-11-28,EXPLEOSOL,1112.8,6,False
2025-12-05,EXPLEOSOL,1052.2,1,False
2025-12-12,EXPLEOSOL,1023.0,1,False
2025-12-19,EXPLEOSOL,1029.4,0,False
2025-12-26,EXPLEOSOL,991.9,0,False
2026-01-02,EXPLEOSOL,971.6,1,False
2026-01-09,EXPLEOSOL,957.8,0,False
2026-01-16,EXPLEOSOL,952.95,1,False
2026-01-23,EXPLEOSOL,909.85,0,False
2026-01-30,EXPLEOSOL,908.3,1,False
2026-02-06,EXPLEOSOL,874.0,0,False
2026-02-13,EXPLEOSOL,852.35,0,False
2026-02-20,EXPLEOSOL,829.15,0,False
2026-02-27,EXPLEOSOL,753.7,0,False
2026-03-06,EXPLEOSOL,758.6,0,False
2026-03-13,EXPLEOSOL,731.0,0,False
2026-03-20,EXPLEOSOL,720.3,0,False
2026-03-27,EXPLEOSOL,685.6,0,False
2026-04-03,EXPLEOSOL,720.85,2,False
2026-04-10,EXPLEOSOL,755.55,3,False
2026-04-17,EXPLEOSOL,833.2,4,False
2026-04-24,EXPLEOSOL,803.75,3,False
2026-05-01,EXPLEOSOL,814.35,3,False
2026-05-08,EXPLEOSOL,842.5,4,False
2026-05-15,EXPLEOSOL,885.65,5,False
2026-05-22,EXPLEOSOL,901.85,4,False
2026-05-29,EXPLEOSOL,874.25,2,False
2026-06-05,EXPLEOSOL,857.1,1,False
2026-06-12,EXPLEOSOL,784.85,0,False
2026-06-19,EXPLEOSOL,810.45,0,False
2026-06-26,EXPLEOSOL,826.4,2,False
2026-07-03,EXPLEOSOL,818.0,2,False
2026-07-10,EXPLEOSOL,810.9,0,False
2026-07-17,EXPLEOSOL,792.4,0,False
2026-07-24,EXPLEOSOL,801.55,0,False
2026-07-31,EXPLEOSOL,802.85,0,False
2026-08-07,EXPLEOSOL,836.75,5,False
2026-08-14,EXPLEOSOL,815.95,0,False
2026-08-21,EXPLEOSOL,898.75,6,False
2025-10-10,FABTECH,194.83,6,False
2025-10-17,FABTECH,182.76,1,False
2025-10-24,FABTECH,207.32,6,True
2025-10-31,FABTECH,230.71,5,True
2025-11-07,FABTECH,243.88,6,True
2025-11-14,FABTECH,246.48,6,True
2025-11-21,FABTECH,238.5,5,True
2025-11-28,FABTECH,239.67,4,True
2025-12-05,FABTECH,243.54,6,True
2025-12-12,FABTECH,239.08,4,True
2025-12-19,FABTECH,221.83,2,True
2025-12-26,FABTECH,202.24,1,False
2026-01-02,FABTECH,198.18,0,False
2026-01-09,FABTECH,190.53,0,False
2026-01-16,FABTECH,189.6,1,False
2026-01-23,FABTECH,160.65,0,False
2026-01-30,FABTECH,162.93,0,False
2026-02-06,FABTECH,157.44,1,False
2026-02-13,FABTECH,162.45,1,False
2026-02-20,FABTECH,155.77,0,False
2026-02-27,FABTECH,150.04,0,False
2026-03-06,FABTECH,141.63,0,False
2026-03-13,FABTECH,141.5,0,False
2026-03-20,FABTECH,145.62,2,False
2026-03-27,FABTECH,153.74,3,False
2026-04-03,FABTECH,144.09,2,False
2026-04-10,FABTECH,153.37,3,False
2026-04-17,FABTECH,158.21,4,False
2026-04-24,FABTECH,154.29,1,False
2026-05-01,FABTECH,168.63,5,False
2026-05-08,FABTECH,162.95,2,False
2026-05-15,FABTECH,153.22,0,False
2026-05-22,FABTECH,151.14,0,False
2026-05-29,FABTECH,155.38,0,False
2026-06-05,FABTECH,149.11,0,False
2026-06-12,FABTECH,147.35,1,False
2026-06-19,FABTECH,155.67,4,False
2026-06-26,FABTECH,156.92,4,False
2026-07-03,FABTECH,166.11,5,False
2026-07-10,FABTECH,160.02,3,False
2026-07-17,FABTECH,153.71,0,False
2026-07-24,FABTECH,149.73,0,False
2026-07-31,FABTECH,149.46,0,False
2026-08-07,FABTECH,148.63,0,False
2026-08-14,FABTECH,147.77,1,False
2026-08-21,FABTECH,146.82,1,False
2024-07-05,FACT,1017.25,6,True
2024-07-12,FACT,1089.75,6,True
2024-07-19,FACT,1015.4,3,True
2024-07-26,FACT,1013.1,3,True
2024-08-02,FACT,996.85,3,True
2024-08-09,FACT,981.95,4,True
2024-08-16,FACT,927.0,2,True
2024-08-23,FACT,993.7,6,True
2024-08-30,FACT,981.1,6,True
2024-09-06,FACT,974.05,3,True
2024-09-13,FACT,996.1,6,True
2024-09-20,FACT,976.55,3,True
2024-09-27,FACT,960.8,2,True
2024-10-04,FACT,911.15,1,False
2024-10-11,FACT,917.5,2,False
2024-10-18,FACT,903.0,1,False
2024-10-25,FACT,791.75,0,False
2024-11-01,FACT,863.35,3,False
2024-11-08,FACT,885.8,4,False
2024-11-15,FACT,818.7,0,False
2024-11-22,FACT,828.8,1,False
2024-11-29,FACT,1003.1,6,True
2024-12-06,FACT,1029.5,6,True
2024-12-13,FACT,992.4,5,True
2024-12-20,FACT,948.0,3,True
2024-12-27,FACT,961.3,4,True
2025-01-03,FACT,973.35,4,True
2025-01-10,FACT,935.15,2,True
2025-01-17,FACT,951.1,6,True
2025-01-24,FACT,952.9,6,True
2025-01-31,FACT,920.95,3,False
2025-02-07,FACT,899.4,1,False
2025-02-14,FACT,754.5,0,False
2025-02-21,FACT,706.4,0,False
2025-02-28,FACT,691.7,0,False
2025-03-07,FACT,659.2,0,False
2025-03-14,FACT,598.8,0,False
2025-03-21,FACT,672.1,3,False
2025-03-28,FACT,639.6,0,False
2025-04-04,FACT,621.95,0,False
2025-04-11,FACT,624.65,2,False
2025-04-18,FACT,760.85,4,False
2025-04-25,FACT,739.05,3,False
2025-05-02,FACT,770.6,4,False
2025-05-09,FACT,781.1,4,True
2025-05-16,FACT,881.6,6,True
2025-05-23,FACT,899.95,6,True
2025-05-30,FACT,882.95,4,True
2025-06-06,FACT,1037.35,6,True
2025-06-13,FACT,1015.4,5,True
2025-06-20,FACT,1021.5,6,True
2025-06-27,FACT,970.8,3,True
2025-07-04,FACT,940.55,3,True
2025-07-11,FACT,915.75,2,True
2025-07-18,FACT,953.9,4,True
2025-07-25,FACT,958.05,5,True
2025-08-01,FACT,933.4,2,True
2025-08-08,FACT,926.05,2,True
2025-08-15,FACT,963.7,6,True
2025-08-22,FACT,1010.55,6,True
2025-08-29,FACT,924.9,2,True
2025-09-05,FACT,990.5,6,True
2025-09-12,FACT,981.8,6,True
2025-09-19,FACT,1000.15,6,True
2025-09-26,FACT,942.65,2,True
2025-10-03,FACT,900.7,0,False
2025-10-10,FACT,892.25,0,False
2025-10-17,FACT,892.95,1,False
2025-10-24,FACT,887.65,0,False
2025-10-31,FACT,903.35,4,False
2025-11-07,FACT,882.95,0,False
2025-11-14,FACT,914.55,4,False
2025-11-21,FACT,882.85,0,False
2025-11-28,FACT,876.4,0,False
2025-12-05,FACT,847.0,0,False
2025-12-12,FACT,827.1,1,False
2025-12-19,FACT,863.05,3,False
2025-12-26,FACT,888.65,4,False
2026-01-02,FACT,908.05,6,True
2026-01-09,FACT,867.75,0,False
2026-01-16,FACT,833.7,0,False
2026-01-23,FACT,781.95,0,False
2026-01-30,FACT,816.75,2,False
2026-02-06,FACT,792.8,0,False
2026-02-13,FACT,781.2,0,False
2026-02-20,FACT,781.05,0,False
2026-02-27,FACT,743.45,0,False
2026-03-06,FACT,680.65,0,False
2026-03-13,FACT,851.5,5,True
2026-03-20,FACT,791.45,1,False
2026-03-27,FACT,788.5,1,False
2026-04-03,FACT,773.75,0,False
2026-04-10,FACT,857.6,6,True
2026-04-17,FACT,902.75,6,True
2026-04-24,FACT,889.6,5,True
2026-05-01,FACT,899.2,5,True
2026-05-08,FACT,904.6,4,True
2026-05-15,FACT,882.7,4,True
2026-05-22,FACT,879.25,6,True
2026-05-29,FACT,875.65,3,True
2026-06-05,FACT,866.85,2,True
2026-06-12,FACT,902.35,6,True
2026-06-19,FACT,884.85,3,True
2026-06-26,FACT,890.0,3,True
2026-07-03,FACT,883.3,3,True
2026-07-10,FACT,855.55,0,False
2026-07-17,FACT,833.6,0,False
2026-07-24,FACT,809.3,0,False
2026-07-31,FACT,826.65,2,False
2026-08-07,FACT,839.4,3,False
2026-08-14,FACT,807.7,0,False
2026-08-21,FACT,783.3,0,False
2024-07-05,FAIRCHEMOR,1438.9,5,True
2024-07-12,FAIRCHEMOR,1369.35,3,True
2024-07-19,FAIRCHEMOR,1349.4,2,True
2024-07-26,FAIRCHEMOR,1381.05,6,True
2024-08-02,FAIRCHEMOR,1344.85,2,True
2024-08-09,FAIRCHEMOR,1392.4,5,True
2024-08-16,FAIRCHEMOR,1355.45,2,True
2024-08-23,FAIRCHEMOR,1399.7,6,True
2024-08-30,FAIRCHEMOR,1320.6,1,False
2024-09-06,FAIRCHEMOR,1274.5,0,False
2024-09-13,FAIRCHEMOR,1261.75,0,False
2024-09-20,FAIRCHEMOR,1250.35,0,False
2024-09-27,FAIRCHEMOR,1223.8,0,False
2024-10-04,FAIRCHEMOR,1208.05,0,False
2024-10-11,FAIRCHEMOR,1145.85,1,False
2024-10-18,FAIRCHEMOR,1181.85,2,False
2024-10-25,FAIRCHEMOR,1074.7,0,False
2024-11-01,FAIRCHEMOR,996.0,0,False
2024-11-08,FAIRCHEMOR,1013.15,0,False
2024-11-15,FAIRCHEMOR,871.4,0,False
2024-11-22,FAIRCHEMOR,782.0,0,False
2024-11-29,FAIRCHEMOR,846.2,2,False
2024-12-06,FAIRCHEMOR,847.95,2,False
2024-12-13,FAIRCHEMOR,829.35,0,False
2024-12-20,FAIRCHEMOR,1237.4,6,False
2024-12-27,FAIRCHEMOR,1227.45,6,False
2025-01-03,FAIRCHEMOR,1146.75,3,False
2025-01-10,FAIRCHEMOR,1010.05,0,False
2025-01-17,FAIRCHEMOR,1034.05,1,False
2025-01-24,FAIRCHEMOR,1204.05,6,False
2025-01-31,FAIRCHEMOR,1107.3,5,False
2025-02-07,FAIRCHEMOR,1118.3,5,False
2025-02-14,FAIRCHEMOR,1010.95,0,False
2025-02-21,FAIRCHEMOR,962.0,0,False
2025-02-28,FAIRCHEMOR,847.75,0,False
2025-03-07,FAIRCHEMOR,949.5,2,False
2025-03-14,FAIRCHEMOR,1021.9,4,False
2025-03-21,FAIRCHEMOR,974.05,3,False
2025-03-28,FAIRCHEMOR,873.85,0,False
